"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","adsb_out6212-To-adsb_satrcvr2 - Flux Density (dBW/m^2)","adsb_out6212-To-adsb_satrcvr2 - g/T (dB/K)","adsb_out6212-To-adsb_satrcvr2 - C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Dec 2013 04:02:52.854,23.979,1.090004,-139.922,-117.717943,-115.640123,-26.963141,8000.000,-95.9940,-86.9631,4.999747e-001
3 Dec 2013 04:03:52.000,23.979,1.090002,-139.808,-117.604183,-115.775006,-26.984265,8000.000,-96.0152,-86.9843,4.999748e-001
3 Dec 2013 04:04:52.000,23.979,1.089999,-139.789,-117.584378,-115.797446,-26.986900,8000.000,-96.0178,-86.9869,4.999748e-001
3 Dec 2013 04:05:52.000,23.979,1.089997,-139.867,-117.662573,-115.709596,-26.977245,8000.000,-96.0081,-86.9772,4.999747e-001
3 Dec 2013 04:06:10.653,23.979,1.089996,-139.910,-117.706237,-115.657043,-26.968355,8000.000,-95.9993,-86.9684,4.999747e-001
3 Dec 2013 05:43:54.782,23.979,1.090022,-139.902,-117.697293,-115.765967,-27.068335,8000.000,-96.0992,-87.0683,4.999750e-001
3 Dec 2013 05:44:54.000,23.979,1.090022,-138.936,-116.731540,-116.380248,-26.716863,8000.000,-95.7478,-86.7169,4.999740e-001
3 Dec 2013 05:45:54.000,23.979,1.090022,-137.843,-115.638553,-115.677522,-24.921151,8000.000,-93.9521,-84.9212,4.999680e-001
3 Dec 2013 05:46:54.000,23.979,1.090021,-136.614,-114.409478,-113.108105,-21.122659,8000.000,-90.1536,-81.1227,4.999504e-001
3 Dec 2013 05:47:54.000,23.979,1.090020,-135.228,-113.023638,-107.925633,-14.554347,8000.000,-83.5852,-74.5543,4.998944e-001
3 Dec 2013 05:48:54.000,23.979,1.090019,-133.677,-111.472986,-99.191767,-4.269829,8000.000,-73.3007,-64.2698,4.996549e-001
3 Dec 2013 05:49:54.000,23.979,1.090016,-132.007,-109.802298,-86.194378,10.398248,8000.000,-58.6327,-49.6018,4.981322e-001
3 Dec 2013 05:50:54.000,23.979,1.090011,-130.420,-108.216004,-70.258232,27.920688,8000.000,-41.1102,-32.0793,4.859599e-001
3 Dec 2013 05:51:54.000,23.979,1.090003,-129.430,-107.225938,-58.460106,40.708880,8000.000,-28.3220,-19.2911,4.390228e-001
3 Dec 2013 05:52:54.000,23.979,1.089994,-129.613,-107.408851,-60.751006,38.235067,8000.000,-30.7958,-21.7649,4.540575e-001
3 Dec 2013 05:53:54.000,23.979,1.089987,-130.846,-108.641604,-74.889896,22.863424,8000.000,-46.1675,-37.1366,4.921554e-001
3 Dec 2013 05:54:54.000,23.979,1.089983,-132.497,-110.292896,-90.408749,5.693279,8000.000,-63.3376,-54.3067,4.989134e-001
3 Dec 2013 05:55:54.000,23.979,1.089980,-134.149,-111.944439,-102.183039,-7.732554,8000.000,-76.7635,-67.7326,4.997684e-001
3 Dec 2013 05:56:54.000,23.979,1.089979,-135.658,-113.453316,-109.796426,-16.854818,8000.000,-85.8857,-76.8548,4.999190e-001
3 Dec 2013 05:57:54.000,23.979,1.089978,-137.001,-114.796860,-114.124361,-22.526297,8000.000,-91.5572,-82.5263,4.999578e-001
3 Dec 2013 05:58:54.000,23.979,1.089978,-138.193,-115.989027,-116.066861,-25.660964,8000.000,-94.6919,-85.6610,4.999706e-001
3 Dec 2013 05:59:54.000,23.979,1.089978,-139.255,-117.051228,-116.307586,-26.963890,8000.000,-95.9948,-86.9639,4.999747e-001
3 Dec 2013 06:00:31.589,23.979,1.089978,-139.864,-117.659619,-115.814113,-27.078808,8000.000,-96.1097,-87.0788,4.999750e-001
3 Dec 2013 07:32:04.153,23.979,1.090015,-139.875,-117.670479,-115.839344,-27.114899,8000.000,-96.1458,-87.1149,4.999751e-001
3 Dec 2013 07:33:04.000,23.979,1.090014,-139.233,-117.029225,-116.357654,-26.991954,8000.000,-96.0229,-86.9920,4.999748e-001
3 Dec 2013 07:34:04.000,23.979,1.090012,-138.623,-116.418768,-116.376429,-26.400273,8000.000,-95.4312,-86.4003,4.999730e-001
3 Dec 2013 07:35:04.000,23.979,1.090010,-138.079,-115.874409,-116.002701,-25.482186,8000.000,-94.5131,-85.4822,4.999700e-001
3 Dec 2013 07:36:04.000,23.979,1.090007,-137.642,-115.437632,-115.436173,-24.478880,8000.000,-93.5098,-84.4789,4.999663e-001
3 Dec 2013 07:37:04.000,23.979,1.090004,-137.356,-115.151619,-114.936099,-23.692793,8000.000,-92.7237,-83.6928,4.999631e-001
3 Dec 2013 07:38:04.000,23.979,1.090000,-137.254,-115.050187,-114.733775,-23.389038,8000.000,-92.4199,-83.3890,4.999618e-001
3 Dec 2013 07:39:04.000,23.979,1.089997,-137.350,-115.146043,-114.924035,-23.675153,8000.000,-92.7061,-83.6752,4.999630e-001
3 Dec 2013 07:40:04.000,23.979,1.089993,-137.630,-115.425703,-115.414834,-24.445613,8000.000,-93.4765,-84.4456,4.999662e-001
3 Dec 2013 07:41:04.000,23.979,1.089991,-138.059,-115.854876,-115.978817,-25.438768,8000.000,-94.4697,-85.4388,4.999698e-001
3 Dec 2013 07:42:04.000,23.979,1.089988,-138.595,-116.390293,-116.361462,-26.356830,8000.000,-95.3877,-86.3568,4.999729e-001
3 Dec 2013 07:43:04.000,23.979,1.089986,-139.195,-116.990655,-116.367262,-26.962993,8000.000,-95.9939,-86.9630,4.999747e-001
3 Dec 2013 07:44:04.000,23.979,1.089985,-139.827,-117.622614,-115.889873,-27.117563,8000.000,-96.1485,-87.1176,4.999751e-001
3 Dec 2013 07:44:08.790,23.979,1.089985,-139.878,-117.673650,-115.829655,-27.108380,8000.000,-96.1393,-87.1084,4.999751e-001
3 Dec 2013 13:01:21.687,23.979,1.090021,-139.948,-117.743815,-115.474540,-26.823431,8000.000,-95.8543,-86.8234,4.999743e-001
