"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,3 Dec 2013 04:02:52.854,3 Dec 2013 04:06:10.668,197.814
2,3 Dec 2013 05:43:54.793,3 Dec 2013 06:00:31.602,996.810
3,3 Dec 2013 07:32:04.169,3 Dec 2013 07:44:08.807,724.638
4,3 Dec 2013 13:01:21.714,3 Dec 2013 13:16:37.232,915.518
5,3 Dec 2013 14:43:35.235,3 Dec 2013 14:58:47.555,912.320
6,3 Dec 2013 16:26:45.975,3 Dec 2013 16:39:57.673,791.698
7,3 Dec 2013 18:12:38.480,3 Dec 2013 18:19:44.482,426.002
8,4 Dec 2013 02:56:12.586,4 Dec 2013 02:59:44.412,211.826
9,4 Dec 2013 04:38:04.992,4 Dec 2013 04:50:45.564,760.572
10,4 Dec 2013 06:23:02.154,4 Dec 2013 06:39:59.199,1017.045
11,4 Dec 2013 08:15:50.228,4 Dec 2013 08:18:07.927,137.699
12,4 Dec 2013 13:46:12.019,4 Dec 2013 13:59:49.684,817.664
13,4 Dec 2013 15:27:36.923,4 Dec 2013 15:41:01.321,804.397
14,5 Dec 2013 03:44:26.429,5 Dec 2013 03:52:13.320,466.892
15,5 Dec 2013 05:20:42.764,5 Dec 2013 05:35:17.424,874.661
16,5 Dec 2013 07:02:32.649,5 Dec 2013 07:19:06.538,993.889
17,5 Dec 2013 14:31:44.064,5 Dec 2013 14:43:37.012,712.949
18,5 Dec 2013 16:11:33.422,5 Dec 2013 16:25:40.205,846.783
19,6 Dec 2013 04:29:59.130,6 Dec 2013 04:44:25.494,866.364
20,6 Dec 2013 06:08:00.911,6 Dec 2013 06:23:39.883,938.973
21,6 Dec 2013 07:47:44.937,6 Dec 2013 08:00:24.411,759.474
22,6 Dec 2013 15:17:25.166,6 Dec 2013 15:27:54.376,629.210
23,6 Dec 2013 16:56:01.356,6 Dec 2013 17:10:31.604,870.248
24,7 Dec 2013 03:39:14.643,7 Dec 2013 03:53:39.109,864.465
25,7 Dec 2013 05:17:08.800,7 Dec 2013 05:32:36.671,927.870
26,7 Dec 2013 06:58:21.364,7 Dec 2013 07:08:01.444,580.081
27,7 Dec 2013 16:02:54.634,7 Dec 2013 16:12:26.089,571.455
28,7 Dec 2013 17:40:40.581,7 Dec 2013 17:55:31.577,890.996
29,8 Dec 2013 01:12:21.334,8 Dec 2013 01:22:30.743,609.409
30,8 Dec 2013 02:48:01.607,8 Dec 2013 03:03:00.405,898.798
31,8 Dec 2013 04:26:16.362,8 Dec 2013 04:41:43.638,927.276
32,8 Dec 2013 06:08:04.803,8 Dec 2013 06:17:34.289,569.485
33,8 Dec 2013 16:48:11.634,8 Dec 2013 16:56:44.361,512.727
34,8 Dec 2013 18:25:13.160,8 Dec 2013 18:40:32.117,918.957
35,9 Dec 2013 01:51:38.270,9 Dec 2013 02:06:25.135,886.865
36,9 Dec 2013 03:35:21.691,9 Dec 2013 03:50:43.934,922.243
37,9 Dec 2013 05:16:44.092,9 Dec 2013 05:28:08.084,683.992
38,9 Dec 2013 17:33:32.348,9 Dec 2013 17:40:10.072,397.724
39,9 Dec 2013 19:09:24.311,9 Dec 2013 19:25:17.935,953.624
40,10 Dec 2013 02:30:07.592,10 Dec 2013 02:46:12.424,964.832
41,10 Dec 2013 04:16:53.472,10 Dec 2013 04:31:51.077,897.605

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,3 Dec 2013 02:56:10.022,3 Dec 2013 03:04:15.838,485.816
2,3 Dec 2013 04:32:54.160,3 Dec 2013 04:48:26.223,932.063
3,3 Dec 2013 11:56:43.458,3 Dec 2013 12:12:07.549,924.091
4,3 Dec 2013 13:42:24.872,3 Dec 2013 13:58:16.486,951.614
5,3 Dec 2013 15:28:01.859,3 Dec 2013 15:36:50.238,528.379
6,4 Dec 2013 03:41:43.991,4 Dec 2013 03:46:59.411,315.420
7,4 Dec 2013 05:16:52.107,4 Dec 2013 05:32:59.259,967.152
8,4 Dec 2013 12:35:17.603,4 Dec 2013 12:51:51.593,993.990
9,4 Dec 2013 14:23:10.041,4 Dec 2013 14:36:51.105,821.064
10,4 Dec 2013 16:17:34.085,4 Dec 2013 16:22:27.383,293.299
11,4 Dec 2013 23:13:42.742,4 Dec 2013 23:20:29.085,406.343
12,5 Dec 2013 00:54:10.898,5 Dec 2013 01:07:18.760,787.861
13,5 Dec 2013 02:35:57.669,5 Dec 2013 02:51:37.216,939.548
14,5 Dec 2013 04:18:14.034,5 Dec 2013 04:34:36.241,982.207
15,5 Dec 2013 06:00:25.199,5 Dec 2013 06:16:44.837,979.638
16,5 Dec 2013 07:51:45.760,5 Dec 2013 07:54:29.730,163.971
17,5 Dec 2013 11:32:00.838,5 Dec 2013 11:40:56.399,535.561
18,5 Dec 2013 13:14:19.348,5 Dec 2013 13:31:14.889,1015.542
19,5 Dec 2013 15:06:01.600,5 Dec 2013 15:13:06.717,425.117
20,5 Dec 2013 18:45:25.258,5 Dec 2013 18:57:14.799,709.540
21,5 Dec 2013 20:26:41.947,5 Dec 2013 20:42:11.680,929.733
22,5 Dec 2013 22:09:02.471,5 Dec 2013 22:25:13.236,970.765
23,5 Dec 2013 23:51:51.882,6 Dec 2013 00:08:19.671,987.788
24,6 Dec 2013 01:35:29.507,6 Dec 2013 01:50:59.481,929.974
25,6 Dec 2013 03:20:16.459,6 Dec 2013 03:33:07.530,771.071
26,6 Dec 2013 05:05:55.793,6 Dec 2013 05:15:06.376,550.583
27,6 Dec 2013 06:50:28.440,6 Dec 2013 06:58:00.721,452.282
28,6 Dec 2013 08:32:19.110,6 Dec 2013 08:41:51.240,572.130
29,6 Dec 2013 12:08:41.369,6 Dec 2013 12:23:00.098,858.729
30,6 Dec 2013 13:53:55.544,6 Dec 2013 14:10:01.645,966.101
31,6 Dec 2013 19:33:01.696,6 Dec 2013 19:36:51.075,229.379
32,6 Dec 2013 21:10:09.648,6 Dec 2013 21:26:27.048,977.401
33,6 Dec 2013 22:54:25.435,6 Dec 2013 23:05:31.430,665.995
34,7 Dec 2013 11:03:44.080,7 Dec 2013 11:13:13.740,569.660
35,7 Dec 2013 12:47:14.003,7 Dec 2013 13:03:29.883,975.880
36,7 Dec 2013 14:33:56.803,7 Dec 2013 14:48:09.153,852.350
37,7 Dec 2013 21:54:09.503,7 Dec 2013 22:10:24.657,975.154
38,8 Dec 2013 11:51:00.265,8 Dec 2013 12:04:41.810,821.545
39,8 Dec 2013 13:28:58.468,8 Dec 2013 13:44:47.940,949.472
40,8 Dec 2013 15:14:02.113,8 Dec 2013 15:26:02.776,720.663
41,8 Dec 2013 22:38:43.442,8 Dec 2013 22:54:47.905,964.463
42,9 Dec 2013 11:00:35.189,9 Dec 2013 11:13:48.677,793.488
43,9 Dec 2013 12:37:55.937,9 Dec 2013 12:53:41.702,945.765
44,9 Dec 2013 14:17:33.900,9 Dec 2013 14:30:37.942,784.042
45,9 Dec 2013 23:23:32.302,9 Dec 2013 23:39:26.775,954.474

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,3 Dec 2013 07:44:53.200,3 Dec 2013 07:49:38.750,285.550
2,3 Dec 2013 09:20:18.209,3 Dec 2013 09:35:54.681,936.472
3,3 Dec 2013 20:05:00.993,3 Dec 2013 20:16:31.290,690.297
4,3 Dec 2013 21:41:23.270,3 Dec 2013 21:57:05.907,942.637
5,3 Dec 2013 23:20:48.372,3 Dec 2013 23:34:25.103,816.732
6,4 Dec 2013 10:04:58.775,4 Dec 2013 10:20:45.366,946.591
7,4 Dec 2013 19:13:38.147,4 Dec 2013 19:26:27.570,769.423
8,4 Dec 2013 20:50:26.740,4 Dec 2013 21:06:11.727,944.987
9,4 Dec 2013 22:30:14.158,4 Dec 2013 22:43:35.171,801.013
10,5 Dec 2013 10:49:37.571,5 Dec 2013 11:05:36.318,958.747
11,5 Dec 2013 18:18:32.099,5 Dec 2013 18:30:58.980,746.881
12,5 Dec 2013 19:59:20.216,5 Dec 2013 20:15:10.171,949.955
13,5 Dec 2013 21:39:21.931,5 Dec 2013 21:53:08.097,826.166
14,6 Dec 2013 11:34:01.035,6 Dec 2013 11:50:13.948,972.912
15,6 Dec 2013 18:56:34.016,6 Dec 2013 19:10:59.589,865.573
16,6 Dec 2013 20:41:23.482,6 Dec 2013 20:57:35.661,972.178
17,6 Dec 2013 22:30:54.424,6 Dec 2013 22:40:15.703,561.279
18,7 Dec 2013 10:39:28.756,7 Dec 2013 10:49:41.016,612.261
19,7 Dec 2013 12:17:58.698,7 Dec 2013 12:34:19.157,980.459
20,7 Dec 2013 19:34:46.140,7 Dec 2013 19:50:57.451,971.311
21,7 Dec 2013 21:21:55.942,7 Dec 2013 21:36:08.328,852.386
22,8 Dec 2013 01:02:47.593,8 Dec 2013 01:11:25.866,518.273
23,8 Dec 2013 02:47:10.194,8 Dec 2013 02:52:58.661,348.467
24,8 Dec 2013 04:30:01.502,8 Dec 2013 04:37:50.460,468.959
25,8 Dec 2013 06:11:44.974,8 Dec 2013 06:23:56.333,731.359
26,8 Dec 2013 07:53:43.662,8 Dec 2013 08:08:56.639,912.977
27,8 Dec 2013 09:36:15.785,8 Dec 2013 09:52:40.223,984.438
28,8 Dec 2013 11:19:13.810,8 Dec 2013 11:35:31.356,977.545
29,8 Dec 2013 13:02:06.602,8 Dec 2013 13:17:49.731,943.129
30,8 Dec 2013 14:47:47.760,8 Dec 2013 14:58:49.636,661.876
31,8 Dec 2013 18:31:40.557,8 Dec 2013 18:39:02.246,441.689
32,8 Dec 2013 20:13:35.256,8 Dec 2013 20:30:31.334,1016.078
33,8 Dec 2013 22:04:07.286,8 Dec 2013 22:12:44.594,517.308
34,9 Dec 2013 01:48:39.869,9 Dec 2013 01:54:24.762,344.893
35,9 Dec 2013 03:27:43.353,9 Dec 2013 03:43:58.312,974.960
36,9 Dec 2013 05:09:52.738,9 Dec 2013 05:26:17.777,985.039
37,9 Dec 2013 06:52:50.076,9 Dec 2013 07:08:42.757,952.681
38,9 Dec 2013 08:37:00.290,9 Dec 2013 08:50:40.129,819.839
39,9 Dec 2013 10:23:16.724,9 Dec 2013 10:31:37.786,501.062
40,9 Dec 2013 15:38:50.917,9 Dec 2013 15:40:24.208,93.291
41,9 Dec 2013 17:23:09.785,9 Dec 2013 17:26:38.898,209.113
42,9 Dec 2013 19:07:59.572,9 Dec 2013 19:21:46.266,826.694
43,9 Dec 2013 20:53:00.414,9 Dec 2013 21:09:30.587,990.172
44,10 Dec 2013 04:11:24.724,10 Dec 2013 04:27:38.384,973.660

