"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","adsb_out6211-To-adsb_satrcvr2 - Flux Density (dBW/m^2)","adsb_out6211-To-adsb_satrcvr2 - g/T (dB/K)","adsb_out6211-To-adsb_satrcvr2 - C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Dec 2013 06:03:06.288,23.979,1.090016,-139.882,-117.677506,-115.166049,-26.448630,8000.000,-95.4795,-86.4486,4.999731e-001
3 Dec 2013 06:04:06.000,23.979,1.090014,-139.240,-117.035616,-115.638612,-26.279303,8000.000,-95.3102,-86.2793,4.999726e-001
3 Dec 2013 06:05:06.000,23.979,1.090012,-138.636,-116.431813,-115.613032,-25.649921,8000.000,-94.6808,-85.6499,4.999706e-001
3 Dec 2013 06:06:06.000,23.979,1.090009,-138.112,-115.908027,-115.221658,-24.734761,8000.000,-93.7657,-84.7348,4.999673e-001
3 Dec 2013 06:07:06.000,23.979,1.090006,-137.715,-115.510577,-114.695399,-23.811051,8000.000,-92.8420,-83.8111,4.999636e-001
3 Dec 2013 06:08:06.000,23.979,1.090002,-137.489,-115.284654,-114.307737,-23.197467,8000.000,-92.2284,-83.1975,4.999610e-001
3 Dec 2013 06:09:06.000,23.979,1.089999,-137.465,-115.260749,-114.262585,-23.128410,8000.000,-92.1593,-83.1284,4.999606e-001
3 Dec 2013 06:10:06.000,23.979,1.089995,-137.647,-115.442840,-114.584763,-23.632679,8000.000,-92.6636,-83.6327,4.999629e-001
3 Dec 2013 06:11:06.000,23.979,1.089992,-138.011,-115.806697,-115.104371,-24.516143,8000.000,-93.5470,-84.5161,4.999665e-001
3 Dec 2013 06:12:06.000,23.979,1.089989,-138.514,-116.309655,-115.549851,-25.464582,8000.000,-94.4955,-85.4646,4.999699e-001
3 Dec 2013 06:13:06.000,23.979,1.089986,-139.109,-116.904581,-115.668658,-26.178314,8000.000,-95.2092,-86.1783,4.999723e-001
3 Dec 2013 06:14:06.000,23.979,1.089985,-139.754,-117.550177,-115.297282,-26.452535,8000.000,-95.4834,-86.4525,4.999732e-001
3 Dec 2013 06:14:24.566,23.979,1.089984,-139.959,-117.755059,-115.070467,-26.430601,8000.000,-95.4615,-86.4306,4.999731e-001
3 Dec 2013 07:43:17.784,23.979,1.090023,-139.895,-117.691224,-115.205627,-26.501926,8000.000,-95.5328,-86.5019,4.999733e-001
3 Dec 2013 07:44:17.000,23.979,1.090023,-138.902,-116.697575,-115.743510,-26.046160,8000.000,-95.0771,-86.0462,4.999719e-001
3 Dec 2013 07:45:17.000,23.979,1.090022,-137.773,-115.568438,-114.857485,-24.030999,8000.000,-93.0619,-84.0310,4.999645e-001
3 Dec 2013 07:46:17.000,23.979,1.090022,-136.496,-114.291552,-111.928274,-19.824902,8000.000,-88.8558,-79.8249,4.999424e-001
3 Dec 2013 07:47:17.000,23.979,1.090021,-135.045,-112.840378,-106.083407,-12.528861,8000.000,-81.5598,-72.5289,4.998667e-001
3 Dec 2013 07:48:17.000,23.979,1.090020,-133.403,-111.198672,-96.165294,-0.969042,8000.000,-69.9999,-60.9690,4.994954e-001
3 Dec 2013 07:49:17.000,23.979,1.090017,-131.609,-109.405203,-81.167576,15.822146,8000.000,-53.2088,-44.1779,4.965124e-001
3 Dec 2013 07:50:17.000,23.979,1.090011,-129.891,-107.686769,-62.521257,36.186899,8000.000,-32.8440,-23.8131,4.636781e-001
3 Dec 2013 07:51:17.000,23.979,1.090003,-128.867,-106.662672,-49.325727,50.406525,8000.000,-18.6244,-9.5935,3.196628e-001
3 Dec 2013 07:52:17.000,23.979,1.089993,-129.213,-107.008785,-53.966656,45.419483,8000.000,-23.6114,-14.5805,3.959168e-001
3 Dec 2013 07:53:17.000,23.979,1.089986,-130.668,-108.463555,-71.487816,26.443553,8000.000,-42.5873,-33.5564,4.881549e-001
3 Dec 2013 07:54:17.000,23.979,1.089982,-132.466,-110.262047,-88.893363,7.239515,8000.000,-61.7914,-52.7605,4.987016e-001
3 Dec 2013 07:55:17.000,23.979,1.089980,-134.194,-111.989596,-101.394700,-6.989372,8000.000,-76.0203,-66.9894,4.997477e-001
3 Dec 2013 07:56:17.000,23.979,1.089979,-135.739,-113.534494,-109.222372,-16.361941,8000.000,-85.3928,-76.3619,4.999142e-001
3 Dec 2013 07:57:17.000,23.979,1.089978,-137.098,-114.893790,-113.572069,-22.070934,8000.000,-91.1018,-82.0709,4.999555e-001
3 Dec 2013 07:58:17.000,23.979,1.089978,-138.296,-116.091395,-115.472338,-25.168808,8000.000,-94.1997,-85.1688,4.999689e-001
3 Dec 2013 07:59:17.000,23.979,1.089978,-139.358,-117.153627,-115.656294,-26.414997,8000.000,-95.4459,-86.4150,4.999730e-001
3 Dec 2013 07:59:55.017,23.979,1.089977,-139.971,-117.767133,-115.120418,-26.492627,8000.000,-95.5235,-86.4926,4.999733e-001
3 Dec 2013 09:32:39.668,23.979,1.090015,-139.957,-117.753057,-115.256774,-26.614907,8000.000,-95.6458,-86.6149,4.999737e-001
3 Dec 2013 09:33:39.000,23.979,1.090013,-139.368,-117.163734,-115.779892,-26.548702,8000.000,-95.5796,-86.5487,4.999735e-001
3 Dec 2013 09:34:39.000,23.979,1.090011,-138.807,-116.602893,-115.875413,-26.083382,8000.000,-95.1143,-86.0834,4.999720e-001
3 Dec 2013 09:35:39.000,23.979,1.090009,-138.311,-116.107036,-115.633322,-25.345434,8000.000,-94.3763,-85.3454,4.999695e-001
3 Dec 2013 09:36:39.000,23.979,1.090006,-137.916,-115.711580,-115.220553,-24.537209,8000.000,-93.5681,-84.5372,4.999665e-001
3 Dec 2013 09:37:39.000,23.979,1.090003,-137.657,-115.452405,-114.844436,-23.901917,8000.000,-92.9328,-83.9019,4.999640e-001
3 Dec 2013 09:38:39.000,23.979,1.090000,-137.562,-115.357330,-114.686183,-23.648589,8000.000,-92.6795,-83.6486,4.999629e-001
3 Dec 2013 09:39:39.000,23.979,1.089997,-137.642,-115.437359,-114.822426,-23.864861,8000.000,-92.8958,-83.8649,4.999638e-001
3 Dec 2013 09:40:39.000,23.979,1.089994,-137.887,-115.682735,-115.187531,-24.475341,8000.000,-93.5062,-84.4753,4.999663e-001
3 Dec 2013 09:41:39.000,23.979,1.089991,-138.271,-116.066454,-115.606756,-25.278286,8000.000,-94.3092,-85.2783,4.999693e-001
3 Dec 2013 09:42:39.000,23.979,1.089989,-138.757,-116.552868,-115.873521,-26.031464,8000.000,-95.0624,-86.0315,4.999718e-001
3 Dec 2013 09:43:39.000,23.979,1.089987,-139.311,-117.106343,-115.817847,-26.529266,8000.000,-95.5602,-86.5293,4.999734e-001
3 Dec 2013 09:44:39.000,23.979,1.089986,-139.901,-117.696696,-115.337016,-26.638788,8000.000,-95.6697,-86.6388,4.999737e-001
3 Dec 2013 09:44:44.466,23.979,1.089986,-139.956,-117.751455,-115.270346,-26.626877,8000.000,-95.6578,-86.6269,4.999737e-001
3 Dec 2013 11:17:44.235,23.979,1.090019,-139.965,-117.760523,-115.294515,-26.660114,8000.000,-95.6910,-86.6601,4.999738e-001
3 Dec 2013 11:18:44.000,23.979,1.090018,-139.151,-116.946928,-115.911515,-26.463519,8000.000,-95.4944,-86.4635,4.999732e-001
3 Dec 2013 11:19:44.000,23.979,1.090017,-138.317,-116.112887,-115.686711,-25.404673,8000.000,-94.4356,-85.4047,4.999697e-001
3 Dec 2013 11:20:44.000,23.979,1.090014,-137.498,-115.294022,-114.620654,-23.519752,8000.000,-92.5507,-83.5198,4.999624e-001
3 Dec 2013 11:21:44.000,23.979,1.090011,-136.749,-114.544841,-112.908139,-21.058055,8000.000,-90.0890,-81.0581,4.999501e-001
3 Dec 2013 11:22:44.000,23.979,1.090008,-136.148,-113.944220,-111.022508,-18.571803,8000.000,-87.6027,-78.5718,4.999335e-001
3 Dec 2013 11:23:44.000,23.979,1.090003,-135.788,-113.583294,-109.667270,-16.855639,8000.000,-85.8865,-76.8556,4.999190e-001
3 Dec 2013 11:24:44.000,23.979,1.089998,-135.736,-113.532210,-109.459194,-16.596479,8000.000,-85.6274,-76.5965,4.999165e-001
3 Dec 2013 11:25:44.000,23.979,1.089994,-136.007,-113.802335,-110.501345,-17.908756,8000.000,-86.9397,-77.9088,4.999282e-001
3 Dec 2013 11:26:44.000,23.979,1.089990,-136.543,-114.339218,-112.300128,-20.244421,8000.000,-89.2753,-80.2444,4.999451e-001
