"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","adsb_out6211-To-adsb_satrcvr2 - Flux Density (dBW/m^2)","adsb_out6211-To-adsb_satrcvr2 - g/T (dB/K)","adsb_out6211-To-adsb_satrcvr2 - C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Dec 2013 04:31:27.182,23.979,1.090007,-139.954,-117.749673,-115.093444,-26.448193,8000.000,-95.4791,-86.4482,4.999731e-001
3 Dec 2013 04:32:27.000,23.979,1.090004,-139.732,-117.527997,-115.334269,-26.467342,8000.000,-95.4982,-86.4673,4.999732e-001
3 Dec 2013 04:33:27.000,23.979,1.090001,-139.639,-117.434645,-115.416618,-26.456339,8000.000,-95.4872,-86.4563,4.999732e-001
3 Dec 2013 04:34:27.000,23.979,1.089997,-139.684,-117.479843,-115.376462,-26.461381,8000.000,-95.4923,-86.4614,4.999732e-001
3 Dec 2013 04:35:27.000,23.979,1.089994,-139.864,-117.659619,-115.194800,-26.459495,8000.000,-95.4904,-86.4595,4.999732e-001
3 Dec 2013 04:35:53.374,23.979,1.089993,-139.982,-117.777412,-115.054092,-26.436579,8000.000,-95.4675,-86.4366,4.999731e-001
3 Dec 2013 06:01:51.588,23.979,1.090025,-139.874,-117.670270,-115.175789,-26.451135,8000.000,-95.4820,-86.4511,4.999732e-001
3 Dec 2013 06:02:51.000,23.979,1.090025,-138.779,-116.574579,-115.662181,-25.841835,8000.000,-94.8727,-85.8418,4.999712e-001
3 Dec 2013 06:03:51.000,23.979,1.090025,-137.513,-115.308532,-114.354838,-23.268445,8000.000,-92.2993,-83.2684,4.999613e-001
3 Dec 2013 06:04:51.000,23.979,1.090024,-136.041,-113.836934,-110.300653,-17.742663,8000.000,-86.7736,-77.7427,4.999268e-001
3 Dec 2013 06:05:51.000,23.979,1.090024,-134.301,-112.097171,-101.928963,-7.631209,8000.000,-76.6621,-67.6312,4.997657e-001
3 Dec 2013 06:06:51.000,23.979,1.090023,-132.215,-110.011081,-86.600170,9.783673,8000.000,-59.2472,-50.2163,4.982598e-001
3 Dec 2013 06:07:51.000,23.979,1.090020,-129.741,-107.536676,-60.516400,38.341848,8000.000,-30.6891,-21.6582,4.534917e-001
3 Dec 2013 06:08:51.000,23.979,1.090012,-127.202,-104.997348,-24.165597,77.231979,8000.000,8.2011,17.2320,4.209568e-025
3 Dec 2013 06:09:51.000,23.979,1.089998,-126.187,-103.982303,-6.740859,95.671762,8000.000,26.6409,35.6718,1.000000e-030
3 Dec 2013 06:10:51.000,23.979,1.089985,-127.881,-105.676986,-34.891011,65.826927,8000.000,-3.2040,5.8269,2.836917e-003
3 Dec 2013 06:11:51.000,23.979,1.089979,-130.488,-108.283593,-69.325844,28.785487,8000.000,-40.2454,-31.2145,4.844908e-001
3 Dec 2013 06:12:51.000,23.979,1.089977,-132.851,-110.646689,-91.893656,3.854579,8000.000,-65.1763,-56.1454,4.991207e-001
3 Dec 2013 06:13:51.000,23.979,1.089976,-134.825,-112.620724,-104.857307,-11.083106,8000.000,-80.1140,-71.0831,4.998425e-001
3 Dec 2013 06:14:51.000,23.979,1.089976,-136.476,-114.271696,-111.778414,-19.655186,8000.000,-88.6861,-79.6552,4.999413e-001
3 Dec 2013 06:15:51.000,23.979,1.089975,-137.879,-115.674682,-114.933358,-24.213115,8000.000,-93.2440,-84.2131,4.999653e-001
3 Dec 2013 06:16:51.000,23.979,1.089975,-139.091,-116.886916,-115.670480,-26.162471,8000.000,-95.1934,-86.1625,4.999722e-001
3 Dec 2013 06:17:41.434,23.979,1.089975,-139.993,-117.788864,-115.027234,-26.421173,8000.000,-95.4521,-86.4212,4.999731e-001
3 Dec 2013 14:44:19.071,23.979,1.090003,-139.972,-117.768129,-115.065984,-26.439189,8000.000,-95.4701,-86.4392,4.999731e-001
3 Dec 2013 14:45:19.000,23.979,1.090000,-139.922,-117.718151,-115.126058,-26.449285,8000.000,-95.4802,-86.4493,4.999731e-001
