"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,3 Dec 2013 01:19:35.639,3 Dec 2013 01:29:11.940,576.302
2,3 Dec 2013 06:19:36.566,3 Dec 2013 06:20:47.962,71.396
3,3 Dec 2013 07:54:10.579,3 Dec 2013 08:05:25.812,675.233
4,3 Dec 2013 09:33:29.230,3 Dec 2013 09:48:30.459,901.229
5,3 Dec 2013 11:16:55.667,3 Dec 2013 11:31:47.353,891.685
6,4 Dec 2013 05:03:49.781,4 Dec 2013 05:16:55.323,785.543
7,4 Dec 2013 06:45:12.304,4 Dec 2013 07:01:30.097,977.794
8,4 Dec 2013 08:33:38.792,4 Dec 2013 08:45:57.867,739.075
9,5 Dec 2013 04:06:00.265,5 Dec 2013 04:15:26.968,566.703
10,5 Dec 2013 05:55:41.436,5 Dec 2013 05:59:37.234,235.798
11,7 Dec 2013 02:22:41.913,7 Dec 2013 02:27:39.719,297.806
12,7 Dec 2013 10:38:43.138,7 Dec 2013 10:45:47.472,424.334
13,7 Dec 2013 12:21:36.906,7 Dec 2013 12:28:30.265,413.358
14,7 Dec 2013 21:50:58.098,7 Dec 2013 21:57:56.203,418.105

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,3 Dec 2013 01:00:00.000,3 Dec 2013 01:04:56.831,296.831
2,3 Dec 2013 07:29:52.588,3 Dec 2013 07:39:38.667,586.079
3,3 Dec 2013 09:08:22.355,3 Dec 2013 09:22:43.124,860.768
4,3 Dec 2013 10:50:01.713,3 Dec 2013 11:06:10.053,968.340
5,4 Dec 2013 04:39:39.844,4 Dec 2013 04:51:05.495,685.650
6,4 Dec 2013 06:18:14.336,4 Dec 2013 06:34:47.873,993.536
7,4 Dec 2013 08:06:19.311,4 Dec 2013 08:20:22.082,842.771
8,5 Dec 2013 03:39:22.517,5 Dec 2013 03:48:21.614,539.097
9,5 Dec 2013 05:27:23.149,5 Dec 2013 05:34:37.774,434.626
