"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","adsb_out6-To-adsb_satrcvr2 - Flux Density (dBW/m^2)","adsb_out6-To-adsb_satrcvr2 - g/T (dB/K)","adsb_out6-To-adsb_satrcvr2 - C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Dec 2013 01:17:10.147,23.979,1.090025,-138.221,-116.016827,-131.582758,-41.204661,8000.000,-110.2356,-101.2047,4.999951e-001
3 Dec 2013 01:18:10.000,23.979,1.090024,-136.888,-114.683835,-132.373329,-40.662239,8000.000,-109.6931,-100.6622,4.999948e-001
3 Dec 2013 01:19:10.000,23.979,1.090023,-135.344,-113.139368,-130.910518,-37.654962,8000.000,-106.6859,-97.6550,4.999926e-001
3 Dec 2013 01:20:10.000,23.979,1.090022,-133.551,-111.346911,-125.979344,-30.931331,8000.000,-99.9622,-90.9313,4.999840e-001
3 Dec 2013 01:21:10.000,23.979,1.090019,-131.515,-109.311107,-116.039563,-18.955746,8000.000,-87.9866,-78.9557,4.999364e-001
3 Dec 2013 01:22:10.000,23.979,1.090013,-129.462,-107.257882,-101.096388,-1.959346,8000.000,-70.9902,-61.9593,4.995497e-001
3 Dec 2013 01:23:10.000,23.979,1.090002,-128.233,-106.029101,-89.646905,10.718918,8000.000,-58.3120,-49.2811,4.980619e-001
3 Dec 2013 01:24:10.000,23.979,1.089990,-128.840,-106.635723,-95.529077,4.230124,8000.000,-64.8008,-55.7699,4.990818e-001
3 Dec 2013 01:25:10.000,23.979,1.089982,-130.729,-108.524719,-110.891781,-13.021576,8000.000,-82.0525,-73.0216,4.998740e-001
3 Dec 2013 01:26:10.000,23.979,1.089979,-132.823,-110.619068,-122.933338,-27.157482,8000.000,-96.1884,-87.1575,4.999753e-001
3 Dec 2013 01:27:10.000,23.979,1.089977,-134.715,-112.510856,-129.544334,-35.660265,8000.000,-104.6912,-95.6603,4.999907e-001
3 Dec 2013 01:28:10.000,23.979,1.089976,-136.350,-114.146280,-132.116344,-39.867699,8000.000,-108.8986,-99.8677,4.999943e-001
3 Dec 2013 01:29:10.000,23.979,1.089975,-137.762,-115.557431,-132.031251,-41.193757,8000.000,-110.2247,-101.1938,4.999951e-001
3 Dec 2013 01:29:31.548,23.979,1.089975,-138.222,-116.017611,-131.542728,-41.165415,8000.000,-110.1963,-101.1654,4.999951e-001
3 Dec 2013 02:51:04.310,23.979,1.090026,-138.224,-116.019620,-131.405643,-41.030338,8000.000,-110.0612,-101.0303,4.999950e-001
3 Dec 2013 02:52:04.000,23.979,1.090026,-136.804,-114.599964,-132.156309,-40.361349,8000.000,-109.3922,-100.3613,4.999946e-001
3 Dec 2013 02:53:04.000,23.979,1.090026,-135.098,-112.893805,-130.197224,-36.696104,8000.000,-105.7270,-96.6961,4.999917e-001
3 Dec 2013 02:54:04.000,23.979,1.090025,-132.992,-110.787515,-123.411234,-27.803825,8000.000,-96.8347,-87.8038,4.999770e-001
3 Dec 2013 02:55:04.000,23.979,1.090024,-130.284,-108.079967,-107.294937,-8.979979,8000.000,-78.0109,-68.9800,4.997994e-001
3 Dec 2013 02:56:04.000,23.979,1.090021,-126.695,-104.490721,-71.967364,29.936839,8000.000,-39.0941,-30.0632,4.822938e-001
3 Dec 2013 02:57:04.000,23.979,1.090008,-122.855,-100.650654,-14.172372,91.571899,8000.000,22.5410,31.5719,1.000000e-030
3 Dec 2013 02:58:04.000,23.979,1.089985,-123.915,-101.710366,-32.352745,72.331813,8000.000,3.3009,12.3318,2.467883e-009
3 Dec 2013 02:59:04.000,23.979,1.089977,-127.973,-105.768728,-86.463641,14.162555,8000.000,-54.8683,-45.8374,4.971190e-001
3 Dec 2013 03:00:04.000,23.979,1.089975,-131.250,-109.045945,-114.007893,-16.658913,8000.000,-85.6898,-76.6589,4.999171e-001
3 Dec 2013 03:01:04.000,23.979,1.089974,-133.734,-111.530033,-126.336606,-31.471716,8000.000,-100.5026,-91.4717,4.999849e-001
3 Dec 2013 03:02:04.000,23.979,1.089974,-135.694,-113.489676,-131.210593,-38.305344,8000.000,-107.3362,-98.3053,4.999931e-001
3 Dec 2013 03:03:04.000,23.979,1.089974,-137.299,-115.095197,-132.112725,-40.812998,8000.000,-109.8439,-100.8130,4.999949e-001
3 Dec 2013 03:03:43.640,23.979,1.089974,-138.217,-116.013285,-131.386688,-41.005049,8000.000,-110.0359,-101.0050,4.999950e-001
3 Dec 2013 04:24:24.036,23.979,1.090026,-138.222,-116.017626,-131.343362,-40.966063,8000.000,-109.9970,-100.9661,4.999950e-001
3 Dec 2013 04:25:24.000,23.979,1.090026,-136.797,-114.592710,-132.079536,-40.277322,8000.000,-109.3082,-100.2773,4.999945e-001
3 Dec 2013 04:26:24.000,23.979,1.090026,-135.097,-112.893013,-130.106458,-36.604547,8000.000,-105.6354,-96.6045,4.999917e-001
3 Dec 2013 04:27:24.000,23.979,1.090025,-133.013,-110.809033,-123.395957,-27.810066,8000.000,-96.8410,-87.8101,4.999770e-001
3 Dec 2013 04:28:24.000,23.979,1.090024,-130.378,-108.173954,-107.859084,-9.638114,8000.000,-78.6690,-69.6381,4.998140e-001
3 Dec 2013 04:29:24.000,23.979,1.090020,-127.049,-104.844802,-76.022581,25.527541,8000.000,-43.5034,-34.4725,4.893402e-001
3 Dec 2013 04:30:24.000,23.979,1.090006,-124.009,-101.804662,-33.650404,70.939859,8000.000,1.9090,10.9399,3.127133e-007
3 Dec 2013 04:31:24.000,23.979,1.089986,-125.141,-102.936302,-51.006517,52.452106,8000.000,-16.5788,-7.5479,2.765606e-001
3 Dec 2013 04:32:24.000,23.979,1.089978,-128.641,-106.436846,-93.029235,6.928843,8000.000,-62.1021,-53.0712,4.987472e-001
3 Dec 2013 04:33:24.000,23.979,1.089975,-131.655,-109.451002,-116.392308,-19.448386,8000.000,-88.4793,-79.4484,4.999399e-001
3 Dec 2013 04:34:24.000,23.979,1.089975,-134.016,-111.811753,-127.212140,-32.628969,8000.000,-101.6599,-92.6290,4.999868e-001
