"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,3 Dec 2013 01:16:34.914,3 Dec 2013 01:32:34.247,959.333
2,3 Dec 2013 02:56:18.584,3 Dec 2013 03:11:14.133,895.549
3,3 Dec 2013 04:34:54.138,3 Dec 2013 04:49:20.050,865.912
4,3 Dec 2013 06:13:00.498,3 Dec 2013 06:28:15.783,915.284
5,3 Dec 2013 07:52:11.716,3 Dec 2013 08:08:22.094,970.377
6,3 Dec 2013 09:33:41.828,3 Dec 2013 09:49:37.727,955.899
7,3 Dec 2013 11:17:04.416,3 Dec 2013 11:33:39.708,995.291
8,3 Dec 2013 13:02:12.987,3 Dec 2013 13:12:09.900,596.913
9,3 Dec 2013 20:53:19.133,3 Dec 2013 21:06:05.973,766.840
10,3 Dec 2013 22:34:43.624,3 Dec 2013 22:45:32.275,648.651
11,4 Dec 2013 00:14:23.014,4 Dec 2013 00:23:29.764,546.750
12,4 Dec 2013 01:51:26.935,4 Dec 2013 02:02:03.389,636.454
13,4 Dec 2013 03:27:35.317,4 Dec 2013 03:41:38.107,842.790
14,4 Dec 2013 05:05:24.120,4 Dec 2013 05:21:23.499,959.378
15,4 Dec 2013 06:48:13.015,4 Dec 2013 07:04:43.568,990.554
16,4 Dec 2013 08:34:33.123,4 Dec 2013 08:51:28.956,1015.832
17,4 Dec 2013 10:20:50.538,4 Dec 2013 10:32:03.150,672.612
18,5 Dec 2013 02:24:07.014,5 Dec 2013 02:36:59.332,772.318
19,5 Dec 2013 04:08:34.490,5 Dec 2013 04:25:12.364,997.874
20,5 Dec 2013 05:55:04.421,5 Dec 2013 06:11:26.523,982.102
21,5 Dec 2013 07:42:39.595,5 Dec 2013 07:53:18.876,639.281
22,6 Dec 2013 01:33:18.719,6 Dec 2013 01:46:21.127,782.408
23,6 Dec 2013 03:17:51.117,6 Dec 2013 03:33:25.951,934.834
24,6 Dec 2013 05:05:01.778,6 Dec 2013 05:17:44.484,762.706
25,6 Dec 2013 22:57:57.821,6 Dec 2013 23:08:38.449,640.628
26,7 Dec 2013 00:39:59.414,7 Dec 2013 00:56:16.140,976.726
27,7 Dec 2013 02:26:15.200,7 Dec 2013 02:41:34.047,918.847
28,7 Dec 2013 04:05:39.778,7 Dec 2013 04:18:44.614,784.835
29,7 Dec 2013 05:44:03.914,7 Dec 2013 05:56:22.558,738.644
30,7 Dec 2013 07:22:17.244,7 Dec 2013 07:35:50.874,813.630
31,7 Dec 2013 09:01:54.410,7 Dec 2013 09:16:59.715,905.305
32,7 Dec 2013 10:43:34.195,7 Dec 2013 10:59:26.306,952.111
33,7 Dec 2013 12:27:04.872,7 Dec 2013 12:41:06.850,841.978
34,7 Dec 2013 20:19:26.993,7 Dec 2013 20:30:37.879,670.886

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,3 Dec 2013 01:00:00.000,3 Dec 2013 01:07:37.455,457.455
2,3 Dec 2013 02:31:29.153,3 Dec 2013 02:46:41.456,912.303
3,3 Dec 2013 04:10:20.785,3 Dec 2013 04:24:46.175,865.389
4,3 Dec 2013 05:48:26.801,3 Dec 2013 06:03:25.134,898.334
5,3 Dec 2013 07:27:12.790,3 Dec 2013 07:43:14.165,961.374
6,3 Dec 2013 09:08:04.607,3 Dec 2013 09:24:11.752,967.145
7,3 Dec 2013 10:51:20.081,3 Dec 2013 11:07:23.777,963.697
8,3 Dec 2013 12:35:15.215,3 Dec 2013 12:48:50.965,815.750
9,3 Dec 2013 20:27:53.652,3 Dec 2013 20:40:53.138,779.486
10,3 Dec 2013 22:09:29.969,3 Dec 2013 22:20:52.600,682.632
11,3 Dec 2013 23:49:41.955,3 Dec 2013 23:59:02.001,560.046
12,4 Dec 2013 01:27:23.160,4 Dec 2013 01:37:17.350,594.190
13,4 Dec 2013 03:03:28.724,4 Dec 2013 03:16:41.743,793.019
14,4 Dec 2013 04:40:41.556,4 Dec 2013 04:56:28.263,946.707
15,4 Dec 2013 06:21:16.468,4 Dec 2013 06:37:45.946,989.478
16,4 Dec 2013 08:08:08.877,4 Dec 2013 08:25:08.311,1019.434
17,4 Dec 2013 09:53:53.104,4 Dec 2013 10:07:55.638,842.534
18,5 Dec 2013 01:59:06.037,5 Dec 2013 02:08:57.262,591.224
19,5 Dec 2013 03:42:06.762,5 Dec 2013 03:58:24.138,977.376
20,5 Dec 2013 05:28:25.164,5 Dec 2013 05:45:05.173,1000.009
21,5 Dec 2013 07:15:22.516,5 Dec 2013 07:28:41.473,798.956
22,6 Dec 2013 01:08:07.809,6 Dec 2013 01:18:57.211,649.402
23,6 Dec 2013 02:51:23.506,6 Dec 2013 03:06:52.054,928.549
24,6 Dec 2013 04:37:58.381,6 Dec 2013 04:52:06.830,848.449
25,6 Dec 2013 22:34:54.788,6 Dec 2013 22:40:02.815,308.027
26,7 Dec 2013 00:13:51.053,7 Dec 2013 00:29:35.355,944.302
27,7 Dec 2013 01:59:31.416,7 Dec 2013 02:16:09.256,997.840
28,7 Dec 2013 03:40:55.089,7 Dec 2013 03:54:29.745,814.657
29,7 Dec 2013 05:19:32.309,7 Dec 2013 05:31:48.939,736.629
30,7 Dec 2013 06:57:39.351,7 Dec 2013 07:10:48.246,788.895
31,7 Dec 2013 08:36:48.795,7 Dec 2013 08:51:34.507,885.712
32,7 Dec 2013 10:17:58.291,7 Dec 2013 10:33:43.390,945.099
33,7 Dec 2013 12:00:58.929,7 Dec 2013 12:16:44.503,945.575
34,7 Dec 2013 19:57:07.996,7 Dec 2013 20:02:14.491,306.495
35,7 Dec 2013 21:34:08.441,7 Dec 2013 21:50:39.127,990.686

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,3 Dec 2013 02:06:35.316,3 Dec 2013 02:22:04.953,929.638
2,3 Dec 2013 03:45:44.163,3 Dec 2013 04:00:14.834,870.671
3,3 Dec 2013 05:23:55.641,3 Dec 2013 05:38:39.055,883.415
4,3 Dec 2013 07:02:22.051,3 Dec 2013 07:18:10.419,948.367
5,3 Dec 2013 08:42:37.199,3 Dec 2013 08:58:50.702,973.502
6,3 Dec 2013 10:25:23.586,3 Dec 2013 10:40:46.432,922.846
7,3 Dec 2013 12:08:56.265,3 Dec 2013 12:24:27.696,931.431
8,3 Dec 2013 20:04:22.434,3 Dec 2013 20:14:31.923,609.490
9,3 Dec 2013 21:44:10.896,3 Dec 2013 21:56:05.455,714.559
10,3 Dec 2013 23:24:50.840,3 Dec 2013 23:34:34.876,584.036
11,4 Dec 2013 01:03:12.764,4 Dec 2013 01:12:36.304,563.541
