"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","adsb_out6-To-adsb_satrcvr2 - Flux Density (dBW/m^2)","adsb_out6-To-adsb_satrcvr2 - g/T (dB/K)","adsb_out6-To-adsb_satrcvr2 - C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Dec 2013 01:16:34.914,23.979,1.090024,-139.936,-117.732113,-114.991365,-26.328553,8000.000,-95.3595,-86.3286,4.999728e-001
3 Dec 2013 01:17:34.000,23.979,1.090024,-138.888,-116.683469,-115.552070,-25.840615,8000.000,-94.8715,-85.8406,4.999712e-001
3 Dec 2013 01:18:34.000,23.979,1.090024,-137.679,-115.474751,-114.490645,-23.570471,8000.000,-92.6014,-83.5705,4.999626e-001
3 Dec 2013 01:19:34.000,23.979,1.090024,-136.289,-114.084970,-110.998342,-18.688388,8000.000,-87.7193,-78.6884,4.999344e-001
3 Dec 2013 01:20:34.000,23.979,1.090023,-134.672,-112.468194,-103.829989,-9.903259,8000.000,-78.9342,-69.9033,4.998196e-001
3 Dec 2013 01:21:34.000,23.979,1.090021,-132.781,-110.577158,-91.080675,4.737091,8000.000,-64.2938,-55.2629,4.990266e-001
3 Dec 2013 01:22:34.000,23.979,1.090018,-130.621,-108.416826,-70.482427,27.495671,8000.000,-41.5352,-32.5043,4.866301e-001
3 Dec 2013 01:23:34.000,23.979,1.090012,-128.481,-106.276599,-43.333610,56.784715,8000.000,-12.2462,-3.2153,1.643647e-001
3 Dec 2013 01:24:34.000,23.979,1.090000,-127.423,-105.218814,-27.290753,73.885358,8000.000,4.8545,13.8854,1.327033e-012
3 Dec 2013 01:25:34.000,23.979,1.089988,-128.434,-106.230254,-42.655557,57.509114,8000.000,-11.5218,-2.4909,1.442032e-001
3 Dec 2013 01:26:34.000,23.979,1.089982,-130.565,-108.360996,-69.839007,28.194921,8000.000,-40.8360,-31.8051,4.855098e-001
3 Dec 2013 01:27:34.000,23.979,1.089979,-132.732,-110.527542,-90.652247,5.215134,8000.000,-63.8158,-54.7849,4.989716e-001
3 Dec 2013 01:28:34.000,23.979,1.089977,-134.631,-112.426935,-103.570018,-9.602029,8000.000,-78.6329,-69.6020,4.998132e-001
3 Dec 2013 01:29:34.000,23.979,1.089976,-136.255,-114.051087,-110.847801,-18.503963,8000.000,-87.5349,-78.5040,4.999330e-001
3 Dec 2013 01:30:34.000,23.979,1.089976,-137.651,-115.446943,-114.408632,-23.460651,8000.000,-92.4916,-83.4607,4.999621e-001
3 Dec 2013 01:31:34.000,23.979,1.089976,-138.865,-116.660652,-115.512325,-25.778053,8000.000,-94.8090,-85.7781,4.999710e-001
3 Dec 2013 01:32:34.000,23.979,1.089976,-139.933,-117.728727,-114.958519,-26.292321,8000.000,-95.3232,-86.2923,4.999727e-001
3 Dec 2013 01:32:34.247,23.979,1.089976,-139.937,-117.732870,-114.953589,-26.291535,8000.000,-95.3224,-86.2915,4.999727e-001
3 Dec 2013 02:56:18.584,23.979,1.090023,-139.940,-117.735996,-114.847478,-26.188549,8000.000,-95.2194,-86.1885,4.999723e-001
3 Dec 2013 02:57:18.000,23.979,1.090022,-138.951,-116.747095,-115.401791,-25.753961,8000.000,-94.7849,-85.7540,4.999709e-001
3 Dec 2013 02:58:18.000,23.979,1.090022,-137.854,-115.649563,-114.582134,-23.836772,8000.000,-92.8677,-83.8368,4.999637e-001
3 Dec 2013 02:59:18.000,23.979,1.090020,-136.655,-114.450922,-111.955797,-20.011795,8000.000,-89.0427,-80.0118,4.999437e-001
3 Dec 2013 03:00:18.000,23.979,1.090019,-135.374,-113.169581,-107.126840,-13.901497,8000.000,-82.9324,-73.9015,4.998861e-001
