"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","adsb_out6212-To-adsb_satrcvr2 - Flux Density (dBW/m^2)","adsb_out6212-To-adsb_satrcvr2 - g/T (dB/K)","adsb_out6212-To-adsb_satrcvr2 - C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Dec 2013 02:04:58.742,23.979,1.090020,-139.914,-117.709465,-115.500754,-26.815294,8000.000,-95.8462,-86.8153,4.999743e-001
3 Dec 2013 02:05:58.000,23.979,1.090020,-139.034,-116.830093,-116.094347,-26.529516,8000.000,-95.5604,-86.5295,4.999734e-001
3 Dec 2013 02:06:58.000,23.979,1.090019,-138.071,-115.867054,-115.639681,-25.111811,8000.000,-94.1427,-85.1118,4.999687e-001
3 Dec 2013 02:07:58.000,23.979,1.090018,-137.037,-114.833162,-113.863320,-22.301557,8000.000,-91.3325,-82.3016,4.999567e-001
3 Dec 2013 02:08:58.000,23.979,1.090017,-135.949,-113.744353,-110.539310,-17.888738,8000.000,-86.9196,-77.8887,4.999281e-001
3 Dec 2013 02:09:58.000,23.979,1.090014,-134.849,-112.645121,-105.650213,-11.900411,8000.000,-80.9313,-71.9004,4.998566e-001
3 Dec 2013 02:10:58.000,23.979,1.090011,-133.836,-111.631415,-99.750170,-4.986661,8000.000,-74.0176,-64.9867,4.996822e-001
3 Dec 2013 02:11:58.000,23.979,1.090006,-133.072,-110.867436,-94.403223,1.124266,8000.000,-67.9066,-58.8757,4.993578e-001
3 Dec 2013 02:12:58.000,23.979,1.090000,-132.753,-110.548999,-91.943189,3.902736,8000.000,-65.1282,-56.0973,4.991158e-001
3 Dec 2013 02:13:58.000,23.979,1.089995,-132.985,-110.781165,-93.753821,1.859938,8000.000,-67.1710,-58.1401,4.993011e-001
3 Dec 2013 02:14:58.000,23.979,1.089990,-133.689,-111.484907,-98.792308,-3.882291,8000.000,-72.9132,-63.8823,4.996392e-001
3 Dec 2013 02:15:58.000,23.979,1.089986,-134.673,-112.468938,-104.730860,-10.804874,8000.000,-79.8358,-70.8049,4.998374e-001
3 Dec 2013 02:16:58.000,23.979,1.089984,-135.764,-113.559511,-109.836680,-17.001267,8000.000,-86.0322,-77.0013,4.999203e-001
3 Dec 2013 02:17:58.000,23.979,1.089982,-136.855,-114.650563,-113.422508,-21.678147,8000.000,-90.7090,-81.6781,4.999535e-001
3 Dec 2013 02:18:58.000,23.979,1.089981,-137.895,-115.691257,-115.444900,-24.741233,8000.000,-93.7721,-84.7412,4.999673e-001
3 Dec 2013 02:19:58.000,23.979,1.089980,-138.867,-116.662416,-116.111791,-26.379283,8000.000,-95.4102,-86.3793,4.999729e-001
3 Dec 2013 02:20:58.000,23.979,1.089980,-139.765,-117.560327,-115.683376,-26.848778,8000.000,-95.8797,-86.8488,4.999744e-001
3 Dec 2013 02:21:08.730,23.979,1.089980,-139.918,-117.713365,-115.510145,-26.828586,8000.000,-95.8595,-86.8286,4.999743e-001
3 Dec 2013 03:54:32.086,23.979,1.090020,-139.918,-117.713364,-115.639043,-26.957483,8000.000,-95.9884,-86.9575,4.999747e-001
3 Dec 2013 03:55:32.000,23.979,1.090019,-139.066,-116.862000,-116.247512,-26.714588,8000.000,-95.7455,-86.7146,4.999740e-001
3 Dec 2013 03:56:32.000,23.979,1.090018,-138.155,-115.950592,-115.899938,-25.455606,8000.000,-94.4865,-85.4556,4.999699e-001
3 Dec 2013 03:57:32.000,23.979,1.090017,-137.193,-114.988673,-114.410837,-23.004586,8000.000,-92.0355,-83.0046,4.999601e-001
3 Dec 2013 03:58:32.000,23.979,1.090015,-136.204,-113.999823,-111.670913,-19.275812,8000.000,-88.3067,-79.2758,4.999387e-001
3 Dec 2013 03:59:32.000,23.979,1.090013,-135.239,-113.035135,-107.803249,-14.443459,8000.000,-83.4744,-74.4435,4.998930e-001
3 Dec 2013 04:00:32.000,23.979,1.090009,-134.392,-112.187549,-103.416638,-9.209263,8000.000,-78.2402,-69.2093,4.998046e-001
3 Dec 2013 04:01:32.000,23.979,1.090005,-133.797,-111.593120,-99.780149,-4.978345,8000.000,-74.0092,-64.9783,4.996819e-001
3 Dec 2013 04:02:32.000,23.979,1.090000,-133.594,-111.390016,-98.431394,-3.426486,8000.000,-72.4574,-63.4265,4.996197e-001
3 Dec 2013 04:03:32.000,23.979,1.089995,-133.840,-111.635621,-100.058603,-5.299300,8000.000,-74.3302,-65.2993,4.996935e-001
3 Dec 2013 04:04:32.000,23.979,1.089990,-134.466,-112.261827,-103.843798,-9.710701,8000.000,-78.7416,-69.7107,4.998155e-001
3 Dec 2013 04:05:32.000,23.979,1.089987,-135.332,-113.127465,-108.232104,-14.964644,8000.000,-83.9955,-74.9646,4.998993e-001
