"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,3 Dec 2013 05:55:55.359,3 Dec 2013 06:01:39.438,344.078
2,3 Dec 2013 07:30:31.539,3 Dec 2013 07:45:12.874,881.335
3,3 Dec 2013 09:15:37.922,3 Dec 2013 09:25:45.151,607.230
4,3 Dec 2013 10:59:25.899,3 Dec 2013 11:09:21.155,595.256
5,3 Dec 2013 12:34:19.982,3 Dec 2013 12:47:26.992,787.010
6,3 Dec 2013 14:09:59.411,3 Dec 2013 14:23:54.666,835.255
7,3 Dec 2013 15:46:04.039,3 Dec 2013 16:00:08.782,844.743
8,3 Dec 2013 17:22:45.373,3 Dec 2013 17:36:55.364,849.991
9,3 Dec 2013 19:00:18.701,3 Dec 2013 19:14:33.249,854.548
10,3 Dec 2013 20:39:06.275,3 Dec 2013 20:52:00.974,774.700
11,4 Dec 2013 04:10:55.551,4 Dec 2013 04:23:01.323,725.772
12,4 Dec 2013 05:49:44.440,4 Dec 2013 06:02:19.498,755.058
13,4 Dec 2013 07:29:06.679,4 Dec 2013 07:41:15.407,728.728
14,4 Dec 2013 09:06:26.463,4 Dec 2013 09:19:10.680,764.217
15,4 Dec 2013 10:43:10.242,4 Dec 2013 10:56:04.103,773.861
16,4 Dec 2013 12:19:55.135,4 Dec 2013 12:32:21.051,745.916
17,4 Dec 2013 13:57:34.486,4 Dec 2013 14:08:22.252,647.766
18,4 Dec 2013 15:37:35.313,4 Dec 2013 15:43:54.049,378.736
19,4 Dec 2013 17:16:43.440,4 Dec 2013 17:31:05.973,862.533
20,4 Dec 2013 18:58:33.645,4 Dec 2013 19:07:20.228,526.582
21,5 Dec 2013 02:30:53.292,5 Dec 2013 02:36:54.881,361.589
22,5 Dec 2013 04:06:56.996,5 Dec 2013 04:16:21.615,564.618
23,5 Dec 2013 05:43:08.044,5 Dec 2013 05:53:53.704,645.660
24,5 Dec 2013 07:18:35.380,5 Dec 2013 07:30:30.338,714.958
25,5 Dec 2013 08:53:27.555,5 Dec 2013 09:06:39.764,792.209
26,5 Dec 2013 10:28:32.316,5 Dec 2013 10:42:27.849,835.533
27,5 Dec 2013 12:09:54.198,5 Dec 2013 12:23:03.009,788.811
28,5 Dec 2013 13:54:34.821,5 Dec 2013 14:07:49.035,794.215
29,5 Dec 2013 15:36:19.026,5 Dec 2013 15:50:53.501,874.475
30,6 Dec 2013 08:48:33.675,6 Dec 2013 09:03:07.813,874.138
31,6 Dec 2013 10:31:37.248,6 Dec 2013 10:45:35.970,838.721
32,6 Dec 2013 12:15:45.627,6 Dec 2013 12:30:01.947,856.320
33,6 Dec 2013 13:58:17.657,6 Dec 2013 14:12:17.853,840.196
34,7 Dec 2013 05:35:08.073,7 Dec 2013 05:40:05.931,297.858
35,7 Dec 2013 07:09:49.382,7 Dec 2013 07:24:37.658,888.276
36,7 Dec 2013 08:54:04.970,7 Dec 2013 09:06:21.794,736.823
37,7 Dec 2013 10:38:30.169,7 Dec 2013 10:51:44.783,794.614
38,7 Dec 2013 12:17:28.715,7 Dec 2013 12:31:24.005,835.289
39,7 Dec 2013 13:53:17.835,7 Dec 2013 14:06:24.949,787.113
40,7 Dec 2013 15:29:28.570,7 Dec 2013 15:41:12.093,703.524
41,7 Dec 2013 17:06:06.306,7 Dec 2013 17:16:33.752,627.446
42,7 Dec 2013 18:43:40.169,7 Dec 2013 18:52:38.154,537.985
43,7 Dec 2013 20:23:19.382,7 Dec 2013 20:28:24.907,305.525
44,8 Dec 2013 03:51:03.144,8 Dec 2013 04:02:57.082,713.938
45,8 Dec 2013 05:29:51.887,8 Dec 2013 05:43:16.904,805.016
46,8 Dec 2013 07:16:16.025,8 Dec 2013 07:22:10.469,354.443
47,8 Dec 2013 08:51:38.267,8 Dec 2013 09:02:21.632,643.365
48,8 Dec 2013 10:27:37.008,8 Dec 2013 10:40:03.189,746.181
49,8 Dec 2013 12:03:52.256,8 Dec 2013 12:16:48.659,776.404
50,8 Dec 2013 13:40:43.247,8 Dec 2013 13:53:32.740,769.493
51,8 Dec 2013 15:18:34.644,8 Dec 2013 15:30:53.011,738.367
52,8 Dec 2013 16:57:11.249,8 Dec 2013 17:11:09.722,838.473
53,8 Dec 2013 18:38:06.945,8 Dec 2013 18:47:20.196,553.251
54,9 Dec 2013 02:07:02.567,9 Dec 2013 02:17:41.024,638.457

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,3 Dec 2013 02:30:35.715,3 Dec 2013 02:45:10.550,874.834
2,3 Dec 2013 11:41:32.170,3 Dec 2013 11:53:01.705,689.535
3,3 Dec 2013 13:18:50.571,3 Dec 2013 13:31:20.207,749.635
4,3 Dec 2013 14:55:32.855,3 Dec 2013 15:08:29.022,776.167
5,3 Dec 2013 16:31:26.993,3 Dec 2013 16:44:51.786,804.793
6,3 Dec 2013 18:06:54.000,3 Dec 2013 18:20:48.410,834.410
7,3 Dec 2013 19:42:47.016,3 Dec 2013 19:56:21.669,814.652
8,3 Dec 2013 21:25:11.042,3 Dec 2013 21:37:04.142,713.100
9,3 Dec 2013 23:08:50.103,3 Dec 2013 23:22:34.816,824.713
10,4 Dec 2013 00:50:20.500,4 Dec 2013 01:04:00.472,819.972
11,4 Dec 2013 16:24:57.258,4 Dec 2013 16:32:15.448,438.190
12,4 Dec 2013 18:02:07.521,4 Dec 2013 18:17:03.587,896.066
13,4 Dec 2013 19:46:16.949,4 Dec 2013 19:59:54.733,817.784
14,4 Dec 2013 21:29:44.995,4 Dec 2013 21:44:28.963,883.968
15,4 Dec 2013 23:12:39.942,4 Dec 2013 23:24:42.555,722.613
16,5 Dec 2013 14:45:21.680,5 Dec 2013 14:55:58.112,636.433
17,5 Dec 2013 16:23:51.842,5 Dec 2013 16:38:33.112,881.269
18,5 Dec 2013 18:08:47.347,5 Dec 2013 18:21:10.281,742.934
19,5 Dec 2013 19:52:12.719,5 Dec 2013 20:06:37.918,865.199
20,5 Dec 2013 21:31:35.856,5 Dec 2013 21:44:58.450,802.593
21,5 Dec 2013 23:07:51.263,5 Dec 2013 23:19:01.425,670.161
22,6 Dec 2013 00:44:37.096,6 Dec 2013 00:52:50.515,493.419
23,6 Dec 2013 02:22:17.967,6 Dec 2013 02:26:54.401,276.434
24,6 Dec 2013 13:03:34.273,6 Dec 2013 13:17:15.807,821.534
25,6 Dec 2013 14:44:56.036,6 Dec 2013 14:57:09.846,733.810
26,6 Dec 2013 16:31:24.546,6 Dec 2013 16:37:23.718,359.172
27,6 Dec 2013 18:06:08.595,6 Dec 2013 18:17:24.729,676.134
28,6 Dec 2013 19:41:53.666,6 Dec 2013 19:54:49.333,775.667
29,6 Dec 2013 21:18:02.435,6 Dec 2013 21:31:28.678,806.243
30,6 Dec 2013 22:54:48.242,6 Dec 2013 23:08:19.061,810.819
31,7 Dec 2013 00:32:28.948,7 Dec 2013 00:45:55.255,806.307
32,7 Dec 2013 02:10:58.245,7 Dec 2013 02:25:25.080,866.835
33,7 Dec 2013 11:20:36.518,7 Dec 2013 11:34:59.920,863.402
34,7 Dec 2013 12:59:22.337,7 Dec 2013 13:13:29.076,846.739
35,7 Dec 2013 14:37:05.892,7 Dec 2013 14:51:05.938,840.046
36,7 Dec 2013 16:13:58.700,7 Dec 2013 16:27:50.176,831.476
37,7 Dec 2013 17:50:28.630,7 Dec 2013 18:03:56.727,808.097
38,7 Dec 2013 19:27:27.743,7 Dec 2013 19:39:37.451,729.708
39,7 Dec 2013 21:06:35.125,7 Dec 2013 21:14:25.526,470.401
40,7 Dec 2013 22:48:49.550,7 Dec 2013 23:01:41.000,771.449
41,8 Dec 2013 00:29:26.123,8 Dec 2013 00:43:13.564,827.441
42,8 Dec 2013 14:29:30.178,8 Dec 2013 14:36:37.617,427.439
43,8 Dec 2013 16:02:07.055,8 Dec 2013 16:13:50.603,703.548
44,8 Dec 2013 17:40:32.380,8 Dec 2013 17:55:23.246,890.866
45,8 Dec 2013 19:25:21.508,8 Dec 2013 19:38:30.384,788.876
46,8 Dec 2013 21:08:27.941,8 Dec 2013 21:23:11.620,883.679
47,8 Dec 2013 22:51:11.751,8 Dec 2013 23:02:30.123,678.372

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,3 Dec 2013 02:08:20.148,3 Dec 2013 02:22:35.015,854.867
2,3 Dec 2013 03:51:00.312,3 Dec 2013 04:05:08.499,848.187
3,3 Dec 2013 05:35:24.290,3 Dec 2013 05:49:24.035,839.745
4,3 Dec 2013 07:17:45.831,3 Dec 2013 07:32:13.333,867.502
5,4 Dec 2013 00:30:06.047,4 Dec 2013 00:44:42.087,876.040
6,4 Dec 2013 02:13:11.761,4 Dec 2013 02:26:40.572,808.811
7,4 Dec 2013 03:57:41.803,4 Dec 2013 04:11:20.099,818.296
8,4 Dec 2013 05:40:11.950,4 Dec 2013 05:54:44.992,873.042
9,4 Dec 2013 07:18:27.310,4 Dec 2013 07:28:41.899,614.589
10,4 Dec 2013 08:56:38.228,4 Dec 2013 09:00:18.914,220.685
11,4 Dec 2013 21:13:55.434,4 Dec 2013 21:22:35.943,520.509
12,4 Dec 2013 22:50:15.119,4 Dec 2013 23:04:44.223,869.105
13,5 Dec 2013 00:36:39.029,5 Dec 2013 00:44:40.719,481.691
14,5 Dec 2013 02:16:58.032,5 Dec 2013 02:26:51.245,593.213
15,5 Dec 2013 03:52:10.116,5 Dec 2013 04:04:58.478,768.362
16,5 Dec 2013 05:27:58.202,5 Dec 2013 05:41:39.267,821.065
17,5 Dec 2013 07:04:13.845,5 Dec 2013 07:18:10.889,837.045
18,5 Dec 2013 08:41:12.298,5 Dec 2013 08:55:16.820,844.522
19,5 Dec 2013 10:19:05.041,5 Dec 2013 10:33:17.696,852.655
20,5 Dec 2013 11:58:32.393,5 Dec 2013 12:10:35.495,723.102
21,5 Dec 2013 19:29:33.703,5 Dec 2013 19:42:31.932,778.230
22,5 Dec 2013 21:08:20.476,5 Dec 2013 21:21:40.885,800.409
23,5 Dec 2013 22:46:40.424,5 Dec 2013 23:00:02.357,801.933
24,6 Dec 2013 00:23:59.279,6 Dec 2013 00:37:26.503,807.224
25,6 Dec 2013 02:00:41.916,6 Dec 2013 02:13:59.608,797.692
26,6 Dec 2013 03:37:28.888,6 Dec 2013 03:50:01.532,752.645
27,6 Dec 2013 05:15:25.636,6 Dec 2013 05:25:39.014,613.378
28,6 Dec 2013 06:56:17.052,6 Dec 2013 07:05:10.621,533.569
29,6 Dec 2013 08:36:08.368,6 Dec 2013 08:50:46.077,877.710
30,6 Dec 2013 10:19:23.011,6 Dec 2013 10:25:16.936,353.925
31,6 Dec 2013 21:03:55.607,6 Dec 2013 21:10:38.559,402.952
32,6 Dec 2013 22:38:10.042,6 Dec 2013 22:47:45.220,575.178
33,7 Dec 2013 00:12:05.899,7 Dec 2013 00:24:16.411,730.512
34,7 Dec 2013 01:46:30.886,7 Dec 2013 02:00:56.889,866.003
35,7 Dec 2013 03:30:05.396,7 Dec 2013 03:43:27.632,802.236
36,7 Dec 2013 05:14:27.546,7 Dec 2013 05:28:11.148,823.602
37,7 Dec 2013 06:56:22.357,7 Dec 2013 07:10:40.798,858.442
38,8 Dec 2013 00:08:37.759,8 Dec 2013 00:23:20.406,882.646
39,8 Dec 2013 01:51:57.197,8 Dec 2013 02:05:46.485,829.287
40,8 Dec 2013 03:35:59.508,8 Dec 2013 03:50:19.859,860.352
41,8 Dec 2013 05:18:37.185,8 Dec 2013 05:32:23.427,826.243
42,8 Dec 2013 20:53:16.264,8 Dec 2013 21:01:23.469,487.205
43,8 Dec 2013 22:29:41.840,8 Dec 2013 22:44:25.487,883.647
44,9 Dec 2013 00:14:39.869,9 Dec 2013 00:26:01.514,681.645
45,9 Dec 2013 01:58:57.819,9 Dec 2013 02:11:54.702,776.883

